subj,stim,mnist_index,cond,acc,rt,conf,conf_rt,sat,noise
18,1,1835,0,0.5,0.777628021,3.5,0.808125542,accuracy focus,Low
19,1,1835,0,1,0.716904667,4,0.762239104,accuracy focus,Low
20,1,1835,0,1,0.679632354,4,0.505672667,accuracy focus,Low
21,1,1835,0,1,0.591584855,4,0.922306063,accuracy focus,Low
22,1,1835,0,1,0.660638917,3.5,0.490305354,accuracy focus,Low
23,1,1835,0,0.5,0.884058813,4,0.437337875,accuracy focus,Low
24,1,1835,0,1,0.653741833,4,0.253176187,accuracy focus,Low
25,1,1835,0,1,0.720116104,3,1.07010675,accuracy focus,Low
26,1,1835,0,0.5,1.264055938,2.5,0.193864208,accuracy focus,Low
27,1,1835,0,1,0.675461125,4,0.545449812,accuracy focus,Low
28,1,1835,0,1,0.789795937,3.5,0.533784458,accuracy focus,Low
29,1,1835,0,0.5,0.691490375,2.5,1.043292437,accuracy focus,Low
30,1,1835,0,1,0.660349292,4,0.332449667,accuracy focus,Low
31,1,1835,0,1,0.959433937,3.5,0.314170271,accuracy focus,Low
32,1,1835,0,1,0.800793354,3.5,0.538795938,accuracy focus,Low
33,1,1835,0,1,0.75193275,4,0.98182873,accuracy focus,Low
34,1,1835,0,1,0.676162666,4,0.600456625,accuracy focus,Low
35,1,1835,0,1,0.98649675,1.5,0.440751646,accuracy focus,Low
36,1,1835,0,1,0.786163105,4,0.6174625,accuracy focus,Low
37,1,1835,0,1,0.576805375,2.5,0.465665833,accuracy focus,Low
38,1,1835,0,1,0.912484646,4,0.393007062,accuracy focus,Low
39,1,1835,0,1,0.740295,2.5,0.473884354,accuracy focus,Low
40,1,1835,0,1,0.913623125,2.5,0.497623125,accuracy focus,Low
41,1,1835,0,1,0.802498813,4,0.266790937,accuracy focus,Low
42,1,1835,0,1,1.347312563,3,0.497118083,accuracy focus,Low
43,1,1835,0,1,0.855315479,4,0.380474937,accuracy focus,Low
44,1,1835,0,1,0.763966563,4,0.281408791,accuracy focus,Low
45,1,1835,0,0,0.852595458,4,0.164761771,accuracy focus,Low
46,1,1835,0,1,0.763806771,4,0.362853834,accuracy focus,Low
47,1,1835,0,1,0.737299833,4,0.291876063,accuracy focus,Low
48,1,1835,0,1,0.683230667,4,0.377588,accuracy focus,Low
49,1,1835,0,0.5,0.816457667,3,0.562150874,accuracy focus,Low
50,1,1835,0,1,0.58615827,4,0.214210562,accuracy focus,Low
52,1,1835,0,1,0.745218792,4,0.925270063,accuracy focus,Low
53,1,1835,0,1,0.653575417,4,0.209971375,accuracy focus,Low
54,1,1835,0,1,0.78549825,4,0.328197124,accuracy focus,Low
55,1,1835,0,1,0.697662458,4,0.866119333,accuracy focus,Low
56,1,1835,0,1,0.602314896,4,0.162230063,accuracy focus,Low
57,1,1835,0,1,0.636710167,4,0.897103542,accuracy focus,Low
58,1,1835,0,1,0.788851,4,0.697968312,accuracy focus,Low
59,1,1835,0,1,0.884387708,2.5,0.556405541,accuracy focus,Low
60,1,1835,0,1,0.90268775,4,0.359418416,accuracy focus,Low
61,1,1835,0,1,0.898107604,4,0.626797292,accuracy focus,Low
62,1,1835,0,1,0.563254583,2.5,0.329876604,accuracy focus,Low
63,1,1835,0,1,0.670252542,4,0.504199334,accuracy focus,Low
64,1,1835,0,1,0.681712833,3,1.031738104,accuracy focus,Low
1,3,1841,0,1,0.754037729,4,0.904800021,accuracy focus,Low
3,3,1841,0,1,0.661981875,4,0.193638896,accuracy focus,Low
4,3,1841,0,1,0.577880792,4,0.562717125,accuracy focus,Low
5,3,1841,0,1,0.763369854,2.5,0.41904875,accuracy focus,Low
6,3,1841,0,1,0.686526813,4,0.235090562,accuracy focus,Low
7,3,1841,0,1,0.877078417,4,0.418481605,accuracy focus,Low
8,3,1841,0,1,0.973154751,4,0.593871166,accuracy focus,Low
10,3,1841,0,1,0.808482375,4,0.754828771,accuracy focus,Low
11,3,1841,0,1,0.906947084,4,0.289645417,accuracy focus,Low
12,3,1841,0,1,1.160417021,4,0.560674625,accuracy focus,Low
13,3,1841,0,0.5,0.521914125,3,1.149160313,accuracy focus,Low
14,3,1841,0,1,0.578623729,4,0.426922833,accuracy focus,Low
15,3,1841,0,1,0.743322937,4,0.154076979,accuracy focus,Low
17,3,1841,0,1,0.677701938,4,0.282223625,accuracy focus,Low
18,3,1841,0,1,1.029800459,4,2.521034979,accuracy focus,Low
19,3,1841,0,1,0.68912125,3.5,0.938969854,accuracy focus,Low
20,3,1841,0,1,0.716469312,4,0.282139749,accuracy focus,Low
21,3,1841,0,1,0.883145999,3.5,0.324000978,accuracy focus,Low
22,3,1841,0,1,0.597897854,3,1.065695646,accuracy focus,Low
23,3,1841,0,1,0.570863042,4,0.179520083,accuracy focus,Low
24,3,1841,0,1,0.88655575,4,0.289261188,accuracy focus,Low
25,3,1841,0,1,0.597246104,3,0.358693292,accuracy focus,Low
26,3,1841,0,1,0.9962465,2.5,0.202509853,accuracy focus,Low
27,3,1841,0,0.5,0.653185291,2.5,0.996539145,accuracy focus,Low
28,3,1841,0,1,0.793362583,3.5,1.438574458,accuracy focus,Low
29,3,1841,0,1,0.805042562,4,0.395595312,accuracy focus,Low
30,3,1841,0,1,1.307069,4,0.570861875,accuracy focus,Low
31,3,1841,0,1,0.668925542,4,0.424757438,accuracy focus,Low
32,3,1841,0,1,0.621500313,3.5,0.33745973,accuracy focus,Low
33,3,1841,0,1,0.957340083,4,0.930445875,accuracy focus,Low
34,3,1841,0,1,0.713658417,4,0.383734604,accuracy focus,Low
35,3,1841,0,1,0.959064708,2.5,0.36992075,accuracy focus,Low
36,3,1841,0,1,0.895473438,4,0.649738125,accuracy focus,Low
37,3,1841,0,1,0.689906291,3,0.522650375,accuracy focus,Low
38,3,1841,0,1,0.76467048,4,0.506320958,accuracy focus,Low
39,3,1841,0,0.5,0.757492438,2.5,0.865561917,accuracy focus,Low
40,3,1841,0,1,0.946415126,4,0.859429646,accuracy focus,Low
41,3,1841,0,1,0.900466729,4,0.60678275,accuracy focus,Low
42,3,1841,0,1,0.735117499,4,0.331138396,accuracy focus,Low
43,3,1841,0,1,0.745757104,4,0.470534021,accuracy focus,Low
44,3,1841,0,1,1.106058646,4,0.426068771,accuracy focus,Low
45,3,1841,0,1,0.677600604,4,0.105843209,accuracy focus,Low
46,3,1841,0,1,0.711213688,4,0.282919666,accuracy focus,Low
47,3,1841,0,1,0.87765375,4,0.533440854,accuracy focus,Low
48,3,1841,0,1,0.698042667,4,0.402689271,accuracy focus,Low
49,3,1841,0,1,0.5960465,4,0.339421542,accuracy focus,Low
50,3,1841,0,1,1.02175175,4,0.418874271,accuracy focus,Low
52,3,1841,0,1,1.177919125,4,0.857829125,accuracy focus,Low
53,3,1841,0,0.5,0.836511084,2.5,0.659352458,accuracy focus,Low
54,3,1841,0,1,0.698249604,4,0.248685583,accuracy focus,Low
55,3,1841,0,1,0.886932354,3,1.281779979,accuracy focus,Low
56,3,1841,0,1,0.553417729,4,0.388781,accuracy focus,Low
57,3,1841,0,1,0.610030874,4,0.215755229,accuracy focus,Low
58,3,1841,0,1,1.017351188,4,0.722670146,accuracy focus,Low
59,3,1841,0,1,0.766587645,4,0.239602583,accuracy focus,Low
60,3,1841,0,1,0.821759458,2,0.440225834,accuracy focus,Low
61,3,1841,0,1,0.91127925,4,0.70519525,accuracy focus,Low
62,3,1841,0,1,0.778863917,4,0.448639334,accuracy focus,Low
63,3,1841,0,1,0.936933791,4,0.322044541,accuracy focus,Low
64,3,1841,0,1,0.864969063,4,0.645531145,accuracy focus,Low
1,8,1851,0,1,1.057155396,2.5,0.626919083,accuracy focus,High
3,8,1851,0,0.5,1.147254146,3.5,0.474224562,accuracy focus,High
4,8,1851,0,0,0.91368477,2,0.453609229,accuracy focus,High
5,8,1851,0,0,1.371281937,3,1.435518687,accuracy focus,High
6,8,1851,0,0.5,0.794965604,4,0.181122833,accuracy focus,High
7,8,1851,0,0,0.672580125,4,0.193858959,accuracy focus,High
8,8,1851,0,0,1.346085625,2,0.938754292,accuracy focus,High
10,8,1851,0,0,0.897624771,2.5,0.388995041,accuracy focus,High
11,8,1851,0,0,0.967701313,3.5,0.903865333,accuracy focus,High
12,8,1851,0,0,1.154986229,4,0.608702084,accuracy focus,High
13,8,1851,0,0.5,0.896731812,4,0.279437104,accuracy focus,High
14,8,1851,0,0,0.797989229,3,0.299166208,accuracy focus,High
15,8,1851,0,1,0.775282042,4,0.140738396,accuracy focus,High
17,8,1851,0,0.5,0.873544625,2.5,0.417306208,accuracy focus,High
18,8,1851,0,0,0.821883958,1,0.718897167,accuracy focus,High
19,8,1851,0,0,0.85512475,3,0.408928,accuracy focus,High
20,8,1851,0,0,1.092630292,1,0.633257,accuracy focus,High
21,8,1851,0,0.5,1.326866666,1,0.450957292,accuracy focus,High
22,8,1851,0,0,1.085344458,2,0.744890709,accuracy focus,High
23,8,1851,0,0.5,0.770646958,4,0.163478104,accuracy focus,High
24,8,1851,0,0,1.057168792,4,0.279051417,accuracy focus,High
25,8,1851,0,0.5,0.742609667,2.5,0.94248898,accuracy focus,High
26,8,1851,0,0,0.797673916,1,0.380012209,accuracy focus,High
27,8,1851,0,1,0.781173834,4,0.245096021,accuracy focus,High
28,8,1851,0,0,0.953878,1,0.752136042,accuracy focus,High
29,8,1851,0,0,1.007036166,4,0.480148999,accuracy focus,High
30,8,1851,0,1,2.053721083,1,0.394812666,accuracy focus,High
31,8,1851,0,1,0.700672958,4,0.264098542,accuracy focus,High
32,8,1851,0,0,0.901606292,3,0.379140958,accuracy focus,High
33,8,1851,0,0,1.617149167,3,0.641981688,accuracy focus,High
34,8,1851,0,0.5,1.364624812,2.5,0.482031521,accuracy focus,High
35,8,1851,0,0,1.271101708,4,0.440400166,accuracy focus,High
36,8,1851,0,0,0.842737584,2.5,0.971853542,accuracy focus,High
37,8,1851,0,0,1.051190375,2,0.337181916,accuracy focus,High
38,8,1851,0,0,0.882676667,4,0.335802333,accuracy focus,High
39,8,1851,0,0.5,1.866084438,1,0.916229084,accuracy focus,High
40,8,1851,0,0.5,1.171032313,3,0.7211915,accuracy focus,High
41,8,1851,0,0.5,1.723023084,3,0.31230575,accuracy focus,High
42,8,1851,0,0,1.820271438,2,0.476679938,accuracy focus,High
43,8,1851,0,0,0.818498583,4,0.354261416,accuracy focus,High
44,8,1851,0,0.5,1.037102605,4,0.153957042,accuracy focus,High
45,8,1851,0,1,0.73272775,4,0.441866396,accuracy focus,High
46,8,1851,0,1,0.753788979,3,0.346653542,accuracy focus,High
47,8,1851,0,0,0.966818542,2,0.545310146,accuracy focus,High
48,8,1851,0,1,0.81207775,4,0.298800417,accuracy focus,High
49,8,1851,0,0.5,0.656644458,4,0.161832667,accuracy focus,High
50,8,1851,0,0.5,0.86328902,4,0.304869999,accuracy focus,High
52,8,1851,0,0,0.9425715,2.5,1.136468646,accuracy focus,High
53,8,1851,0,1,0.897742209,4,0.314271834,accuracy focus,High
54,8,1851,0,1,0.980553541,3,0.46629975,accuracy focus,High
55,8,1851,0,0.5,1.197613437,2.5,0.905591063,accuracy focus,High
56,8,1851,0,0,0.814579104,2.5,0.158622333,accuracy focus,High
57,8,1851,0,1,0.804908979,4,0.273983667,accuracy focus,High
58,8,1851,0,0,0.926668813,3,0.42476898,accuracy focus,High
59,8,1851,0,0,1.938274979,1,0.575879896,accuracy focus,High
60,8,1851,0,0,0.908343625,1.5,0.37949425,accuracy focus,High
61,8,1851,0,0,0.662459417,4,0.24989625,accuracy focus,High
62,8,1851,0,0,0.998774271,2,0.360547854,accuracy focus,High
63,8,1851,0,0.5,1.106339355,1.5,1.08110427,accuracy focus,High
64,8,1851,0,0,0.902287562,2.5,1.043181542,accuracy focus,High
1,4,1866,0,0,1.457223833,2,0.712732291,accuracy focus,High
3,4,1866,0,0,1.1572995,1,0.5707205,accuracy focus,High
4,4,1866,0,0.5,0.727947729,1.5,0.525778709,accuracy focus,High
5,4,1866,0,0.5,0.767630437,1,0.338749292,accuracy focus,High
6,4,1866,0,1,0.676205938,4,0.196965708,accuracy focus,High
7,4,1866,0,0.5,0.721776062,4,0.185410979,accuracy focus,High
8,4,1866,0,1,1.582342459,4,0.563635125,accuracy focus,High
10,4,1866,0,1,0.948329937,3,0.336429187,accuracy focus,High
11,4,1866,0,1,1.062144833,3,0.705438666,accuracy focus,High
12,4,1866,0,1,0.930931083,4,0.378719562,accuracy focus,High
13,4,1866,0,0,0.681915229,4,0.213068062,accuracy focus,High
14,4,1866,0,0.5,0.697058709,4,0.272249354,accuracy focus,High
15,4,1866,0,0.5,0.802180334,4,0.217719791,accuracy focus,High
17,4,1866,0,1,1.233972521,2.5,0.300140208,accuracy focus,High
18,4,1866,0,0,0.928806584,2,0.72677875,accuracy focus,High
19,4,1866,0,1,1.199772313,3,0.873326042,accuracy focus,High
20,4,1866,0,1,0.89091675,4,0.577810979,accuracy focus,High
21,4,1866,0,0.5,1.500579792,3.5,0.545484458,accuracy focus,High
22,4,1866,0,1,1.071233687,3,0.989224167,accuracy focus,High
23,4,1866,0,1,0.770880083,4,0.12508875,accuracy focus,High
24,4,1866,0,1,1.133303646,4,0.265714771,accuracy focus,High
25,4,1866,0,1,1.274388667,3,0.581521313,accuracy focus,High
26,4,1866,0,0,1.340572,2.5,0.409569292,accuracy focus,High
27,4,1866,0,0.5,0.712555084,4,0.278832708,accuracy focus,High
28,4,1866,0,1,1.080701417,2,1.243028896,accuracy focus,High
29,4,1866,0,1,1.105152687,4,0.290240499,accuracy focus,High
30,4,1866,0,0,1.708341021,2.5,0.54870375,accuracy focus,High
31,4,1866,0,1,0.783329292,4,0.394236896,accuracy focus,High
32,4,1866,0,0.5,1.358622458,2,1.02351,accuracy focus,High
33,4,1866,0,0.5,1.069205313,1.5,0.630461209,accuracy focus,High
34,4,1866,0,1,1.104886562,3.5,0.545692875,accuracy focus,High
35,4,1866,0,0.5,1.088969437,1,0.282573188,accuracy focus,High
36,4,1866,0,1,1.080140313,4,0.737876062,accuracy focus,High
37,4,1866,0,1,0.924265417,3,0.313776292,accuracy focus,High
38,4,1866,0,0.5,0.771581729,4,0.399279125,accuracy focus,High
39,4,1866,0,1,1.170046792,1,0.691734937,accuracy focus,High
40,4,1866,0,0.5,1.277475771,1.5,0.474772833,accuracy focus,High
41,4,1866,0,1,1.148501834,3,0.503455437,accuracy focus,High
42,4,1866,0,1,1.062989104,4,0.295187605,accuracy focus,High
43,4,1866,0,1,0.769021417,4,0.37926675,accuracy focus,High
44,4,1866,0,0.5,1.489511959,4,0.503724209,accuracy focus,High
45,4,1866,0,1,0.619969459,4,0.176180875,accuracy focus,High
46,4,1866,0,0.5,1.107199604,2.5,0.322051292,accuracy focus,High
47,4,1866,0,0.5,1.118989708,1,0.483146771,accuracy focus,High
48,4,1866,0,0.5,0.898890958,4,0.448935083,accuracy focus,High
49,4,1866,0,0.5,0.775626792,2.5,0.233651854,accuracy focus,High
50,4,1866,0,0.5,1.437982688,2.5,0.620384583,accuracy focus,High
52,4,1866,0,0.5,1.119431146,2,1.117818062,accuracy focus,High
53,4,1866,0,1,1.037530271,4,0.225102583,accuracy focus,High
54,4,1866,0,0.5,0.773222146,4,0.249821125,accuracy focus,High
55,4,1866,0,1,1.322184583,3,1.081138542,accuracy focus,High
56,4,1866,0,1,0.749430646,4,0.152303813,accuracy focus,High
57,4,1866,0,0,0.7394345,2.5,0.168292667,accuracy focus,High
58,4,1866,0,0.5,1.162139896,3.5,0.487367229,accuracy focus,High
59,4,1866,0,0,2.797139,1,0.104970958,accuracy focus,High
60,4,1866,0,1,0.980226646,1,0.375847895,accuracy focus,High
61,4,1866,0,0.5,0.940978001,4,0.313115333,accuracy focus,High
62,4,1866,0,1,1.296901959,3.5,0.289991375,accuracy focus,High
63,4,1866,0,1,0.917967792,2,0.971097209,accuracy focus,High
64,4,1866,0,1,1.157058209,1.5,0.905908187,accuracy focus,High
1,2,1872,0,0,0.788532792,2,0.657516125,accuracy focus,High
3,2,1872,0,0.5,0.881606875,4,0.322708709,accuracy focus,High
4,2,1872,0,0.5,0.808166334,1.5,0.439054646,accuracy focus,High
5,2,1872,0,0.5,0.995409271,2,0.473155042,accuracy focus,High
6,2,1872,0,0.5,0.669548605,4,0.210264604,accuracy focus,High
7,2,1872,0,1,0.973264917,3,0.216911562,accuracy focus,High
8,2,1872,0,0,1.222777666,4,0.689047125,accuracy focus,High
10,2,1872,0,0,1.203324105,3,0.998682229,accuracy focus,High
11,2,1872,0,0.5,0.767286958,2.5,1.063166562,accuracy focus,High
12,2,1872,0,0,0.993351854,4,0.464311729,accuracy focus,High
13,2,1872,0,0.5,0.715849084,4,0.216437604,accuracy focus,High
14,2,1872,0,0.5,0.697295521,4,0.185435312,accuracy focus,High
15,2,1872,0,0,0.841219188,4,0.164250625,accuracy focus,High
17,2,1872,0,1,0.762475917,3.5,0.370246,accuracy focus,High
18,2,1872,0,0.5,0.9264775,4,0.934016063,accuracy focus,High
19,2,1872,0,0.5,0.773374334,3.5,0.699348646,accuracy focus,High
20,2,1872,0,0.5,0.972598542,2.5,0.393361396,accuracy focus,High
21,2,1872,0,0,0.756243833,2.5,0.533738021,accuracy focus,High
22,2,1872,0,1,0.785862583,3,0.4192055,accuracy focus,High
23,2,1872,0,1,0.663477667,4,0.145201521,accuracy focus,High
24,2,1872,0,0,0.88573975,4,0.270836313,accuracy focus,High
25,2,1872,0,0.5,0.818095208,4,0.561005687,accuracy focus,High
26,2,1872,0,0,0.991421333,1.5,0.4417795,accuracy focus,High
27,2,1872,0,1,0.793463375,4,0.269490042,accuracy focus,High
28,2,1872,0,0.5,1.107362563,3,0.632073834,accuracy focus,High
29,2,1872,0,1,1.026603709,3,0.346412417,accuracy focus,High
30,2,1872,0,1,1.350883792,4,1.064937313,accuracy focus,High
31,2,1872,0,0,1.052626041,2.5,0.595093625,accuracy focus,High
32,2,1872,0,1,1.043028333,2,0.40215523,accuracy focus,High
33,2,1872,0,0,0.987490104,1,0.856382146,accuracy focus,High
34,2,1872,0,0.5,0.993121854,2.5,1.418743833,accuracy focus,High
35,2,1872,0,0,0.997568708,3,0.20129525,accuracy focus,High
36,2,1872,0,0,0.833499855,3.5,1.064775771,accuracy focus,High
37,2,1872,0,1,0.648493875,3.5,0.403147042,accuracy focus,High
38,2,1872,0,1,0.715057791,4,0.308448396,accuracy focus,High
39,2,1872,0,0,1.058687375,2,2.151993813,accuracy focus,High
40,2,1872,0,1,1.533087833,4,0.456756416,accuracy focus,High
41,2,1872,0,1,0.796248292,4,0.354691354,accuracy focus,High
42,2,1872,0,0,1.460399146,3,0.361187438,accuracy focus,High
43,2,1872,0,0.5,0.815556625,4,0.36291923,accuracy focus,High
44,2,1872,0,1,0.823354083,4,0.137051,accuracy focus,High
45,2,1872,0,0.5,0.716312771,4,0.186445812,accuracy focus,High
46,2,1872,0,0,1.100762583,1.5,0.396758687,accuracy focus,High
47,2,1872,0,0.5,0.844785125,2.5,0.611979271,accuracy focus,High
48,2,1872,0,0,0.786554813,4,0.41013825,accuracy focus,High
49,2,1872,0,0.5,0.582020542,4,0.257924584,accuracy focus,High
50,2,1872,0,1,0.931235687,4,0.244415584,accuracy focus,High
52,2,1872,0,0,0.696087437,4,0.754952958,accuracy focus,High
53,2,1872,0,0,1.246548166,1,0.784219042,accuracy focus,High
54,2,1872,0,0,1.540457291,2,1.192639979,accuracy focus,High
55,2,1872,0,0.5,1.373174,3,0.953319979,accuracy focus,High
56,2,1872,0,1,0.645356979,4,0.333814729,accuracy focus,High
57,2,1872,0,1,0.867509937,4,0.241614292,accuracy focus,High
58,2,1872,0,0.5,1.133851188,3,0.440466771,accuracy focus,High
59,2,1872,0,0.5,1.662014125,1.5,0.448551042,accuracy focus,High
60,2,1872,0,0,1.248048938,1.5,0.450500792,accuracy focus,High
61,2,1872,0,0,1.034746042,4,0.28934525,accuracy focus,High
62,2,1872,0,0.5,1.149756916,4,0.337588104,accuracy focus,High
63,2,1872,0,0,0.973049771,3.5,0.384012874,accuracy focus,High
64,2,1872,0,0.5,0.977159229,3,1.069438521,accuracy focus,High
1,5,1880,0,1,1.046886979,3,0.363663938,accuracy focus,High
3,5,1880,0,0,0.922768125,2.5,0.682705584,accuracy focus,High
4,5,1880,0,0,0.789961688,3,0.380116188,accuracy focus,High
5,5,1880,0,0,0.873295687,2.5,0.298092354,accuracy focus,High
6,5,1880,0,0,0.643537833,1,0.692168667,accuracy focus,High
7,5,1880,0,0,0.860021396,4,0.169546042,accuracy focus,High
8,5,1880,0,1,1.243376917,4,0.951703605,accuracy focus,High
10,5,1880,0,1,0.96944123,3.5,1.394822583,accuracy focus,High
11,5,1880,0,0,1.280133291,3,0.620340875,accuracy focus,High
12,5,1880,0,1,1.087839166,4,0.202087166,accuracy focus,High
13,5,1880,0,1,0.614956167,4,0.243544791,accuracy focus,High
14,5,1880,0,0.5,0.667319521,4,0.23339625,accuracy focus,High
15,5,1880,0,1,0.960682834,4,0.239990395,accuracy focus,High
17,5,1880,0,0,0.962769709,4,0.459306291,accuracy focus,High
18,5,1880,0,0.5,0.908946021,3,1.003802604,accuracy focus,High
19,5,1880,0,0,0.973325521,3,0.530414042,accuracy focus,High
20,5,1880,0,0,1.578021625,2,0.682628917,accuracy focus,High
21,5,1880,0,1,1.403008667,3.5,2.605285854,accuracy focus,High
22,5,1880,0,1,0.859307417,2,0.527794125,accuracy focus,High
23,5,1880,0,1,0.728303188,4,0.139564062,accuracy focus,High
24,5,1880,0,0.5,0.98833675,4,0.205776187,accuracy focus,High
25,5,1880,0,1,0.847274709,3.5,0.604213062,accuracy focus,High
26,5,1880,0,0,1.211398792,1.5,0.216849896,accuracy focus,High
27,5,1880,0,0.5,1.150145687,4,0.475800375,accuracy focus,High
28,5,1880,0,0.5,0.938253167,4,0.866012626,accuracy focus,High
29,5,1880,0,0.5,0.992237,3.5,0.337145229,accuracy focus,High
30,5,1880,0,1,0.690911333,1,0.306015041,accuracy focus,High
31,5,1880,0,1,0.645228438,4,0.403261334,accuracy focus,High
32,5,1880,0,1,0.979209833,3,0.63247952,accuracy focus,High
33,5,1880,0,0.5,1.221644376,3,0.57415773,accuracy focus,High
34,5,1880,0,1,1.387914272,3,0.77655525,accuracy focus,High
35,5,1880,0,1,1.344740021,4,0.192043271,accuracy focus,High
36,5,1880,0,1,0.815508667,4,0.712598208,accuracy focus,High
37,5,1880,0,1,0.962684271,1,0.218000896,accuracy focus,High
38,5,1880,0,0.5,0.964261354,2.5,1.361442438,accuracy focus,High
39,5,1880,0,0.5,1.287983584,3,0.409722959,accuracy focus,High
40,5,1880,0,0.5,1.726094167,2.5,2.314613667,accuracy focus,High
41,5,1880,0,1,0.951473792,4,0.268000146,accuracy focus,High
42,5,1880,0,1,0.957622833,3,0.301751229,accuracy focus,High
43,5,1880,0,1,0.968133605,4,0.35158125,accuracy focus,High
44,5,1880,0,0,1.148932604,3,0.312991937,accuracy focus,High
45,5,1880,0,0,0.799856,4,0.179578625,accuracy focus,High
46,5,1880,0,1,1.057575833,4,0.262060375,accuracy focus,High
47,5,1880,0,0,0.93076475,3,0.473494875,accuracy focus,High
48,5,1880,0,0.5,0.985653062,2.5,0.523331375,accuracy focus,High
49,5,1880,0,1,0.584443459,4,0.522840625,accuracy focus,High
50,5,1880,0,1,0.943111271,4,0.352604334,accuracy focus,High
52,5,1880,0,1,1.284198376,4,0.830566271,accuracy focus,High
53,5,1880,0,0.5,0.981345479,3,0.922824458,accuracy focus,High
54,5,1880,0,1,0.861670126,4,0.288500542,accuracy focus,High
55,5,1880,0,1,1.540755479,3.5,1.658158146,accuracy focus,High
56,5,1880,0,0.5,0.892626437,4,0.193101125,accuracy focus,High
57,5,1880,0,1,0.838046604,4,0.484240021,accuracy focus,High
58,5,1880,0,0.5,1.465269,3.5,0.649861105,accuracy focus,High
59,5,1880,0,0,1.343664979,1,0.488967937,accuracy focus,High
60,5,1880,0,1,1.437768896,3,0.770579333,accuracy focus,High
61,5,1880,0,1,0.963191874,4,0.386515646,accuracy focus,High
62,5,1880,0,0,0.80252402,4,0.130910667,accuracy focus,High
63,5,1880,0,0,1.021018,2,0.496313208,accuracy focus,High
64,5,1880,0,1,0.858410292,3,0.453188604,accuracy focus,High
1,8,1894,1,1,0.79275525,4,0.171659146,speed focus,High
3,8,1894,1,0.5,0.635494334,2.5,0.305506313,speed focus,High
4,8,1894,1,1,0.682031583,4,1.085174771,speed focus,High
5,8,1894,1,1,0.922087042,1.5,0.280839874,speed focus,High
6,8,1894,1,1,0.668129646,4,0.186562021,speed focus,High
7,8,1894,1,1,0.635626771,4,0.714405334,speed focus,High
8,8,1894,1,0.5,0.749684272,4,0.158097187,speed focus,High
10,8,1894,1,1,0.64421598,4,0.171059854,speed focus,High
11,8,1894,1,1,0.876792729,4,0.530828687,speed focus,High
12,8,1894,1,1,0.959759166,4,0.450910209,speed focus,High
13,8,1894,1,1,0.650383125,4,0.208472625,speed focus,High
14,8,1894,1,0.5,0.755920938,3.5,0.433431375,speed focus,High
15,8,1894,1,0,0.306628625,4,0.196379875,speed focus,High
17,8,1894,1,0,1.041164958,4,0.233130521,speed focus,High
18,8,1894,1,1,0.685738042,3.5,0.6625915,speed focus,High
19,8,1894,1,1,0.723515875,4,0.585569584,speed focus,High
20,8,1894,1,0.5,0.658463313,2.5,0.585349396,speed focus,High
21,8,1894,1,1,0.580929167,2.5,0.257755479,speed focus,High
22,8,1894,1,1,0.835878583,3.5,0.436549396,speed focus,High
23,8,1894,1,1,0.567685292,4,0.153422438,speed focus,High
24,8,1894,1,0,1.028405979,3.5,0.578220271,speed focus,High
25,8,1894,1,1,0.549912125,4,0.528297334,speed focus,High
26,8,1894,1,0.5,1.227992875,2,0.417044063,speed focus,High
27,8,1894,1,1,0.488478166,4,0.34622575,speed focus,High
28,8,1894,1,1,0.78445325,3,0.387344438,speed focus,High
29,8,1894,1,1,0.652676125,3.5,0.207855646,speed focus,High
30,8,1894,1,0.5,0.650985375,2.5,0.879287334,speed focus,High
31,8,1894,1,1,0.654736854,4,0.210947229,speed focus,High
32,8,1894,1,1,0.713901354,2.5,0.225022146,speed focus,High
33,8,1894,1,1,0.796924416,4,0.271595583,speed focus,High
34,8,1894,1,0.5,0.790712041,2.5,0.595649167,speed focus,High
35,8,1894,1,0.5,0.959538584,2.5,0.626310083,speed focus,High
36,8,1894,1,1,0.625140875,4,1.553701125,speed focus,High
37,8,1894,1,0.5,0.681591604,4,0.201314021,speed focus,High
38,8,1894,1,0,0.744157209,4,0.274569062,speed focus,High
39,8,1894,1,1,0.789035729,3.5,0.950213375,speed focus,High
40,8,1894,1,1,1.023185042,4,0.223390895,speed focus,High
41,8,1894,1,1,0.828000188,4,0.287375667,speed focus,High
42,8,1894,1,1,0.883868437,4,0.252203208,speed focus,High
43,8,1894,1,1,0.698605479,4,0.202901896,speed focus,High
44,8,1894,1,1,0.998228791,4,0.828385042,speed focus,High
45,8,1894,1,1,0.613682396,4,0.340089375,speed focus,High
46,8,1894,1,1,0.886017292,4,0.318527334,speed focus,High
47,8,1894,1,0.5,1.0264815,3,0.268395874,speed focus,High
48,8,1894,1,1,0.911273187,4,0.217097291,speed focus,High
49,8,1894,1,1,0.541169521,4,0.132134416,speed focus,High
50,8,1894,1,1,0.808526229,4,0.187198334,speed focus,High
52,8,1894,1,1,0.528595312,4,0.82985625,speed focus,High
53,8,1894,1,0.5,0.636305459,2.5,0.5137495,speed focus,High
54,8,1894,1,0,0.703873125,4,0.322828896,speed focus,High
55,8,1894,1,1,0.919716126,4,0.3379065,speed focus,High
56,8,1894,1,0.5,0.749848958,4,0.172458062,speed focus,High
57,8,1894,1,1,0.820422334,4,0.24324375,speed focus,High
58,8,1894,1,1,0.610107083,4,0.458737375,speed focus,High
