subj,stim,mnist_index,cond,acc,rt,conf,conf_rt,sat,noise
59,8,1894,1,0.5,0.662580917,2,0.778615104,speed focus,High
60,8,1894,1,1,0.731529542,3,0.189833021,speed focus,High
61,8,1894,1,1,0.855988749,4,0.34473975,speed focus,High
62,8,1894,1,1,0.714950625,4,0.169229395,speed focus,High
63,8,1894,1,1,0.758409958,3,1.514835625,speed focus,High
64,8,1894,1,1,0.59231825,4,0.985200666,speed focus,High
1,3,1927,0,0,0.948872146,3.5,0.442308146,accuracy focus,High
3,3,1927,0,0,1.131339791,1,0.393001042,accuracy focus,High
4,3,1927,0,1,0.827032604,2,0.532637458,accuracy focus,High
5,3,1927,0,0,1.162270459,3,0.274516209,accuracy focus,High
6,3,1927,0,0,0.811226459,4,0.199250645,accuracy focus,High
7,3,1927,0,1,0.8567855,3.5,0.472883479,accuracy focus,High
8,3,1927,0,0,1.913796271,3,0.516649874,accuracy focus,High
10,3,1927,0,0,1.179844416,1.5,0.87966348,accuracy focus,High
11,3,1927,0,0,0.898837583,3,0.794592355,accuracy focus,High
12,3,1927,0,0,1.0480885,4,0.587977375,accuracy focus,High
13,3,1927,0,1,0.710285208,4,0.160560854,accuracy focus,High
14,3,1927,0,0,0.602573083,3,0.288397937,accuracy focus,High
15,3,1927,0,0,0.771719999,3,0.4468105,accuracy focus,High
17,3,1927,0,0,1.120161354,3.5,0.448788813,accuracy focus,High
18,3,1927,0,0.5,1.190820562,2,1.956881437,accuracy focus,High
19,3,1927,0,0,1.224050541,2,0.681583583,accuracy focus,High
20,3,1927,0,0.5,1.176121479,2,0.745939417,accuracy focus,High
21,3,1927,0,0.5,0.763562396,2.5,0.432402188,accuracy focus,High
22,3,1927,0,0,1.088858583,3,0.493879125,accuracy focus,High
23,3,1927,0,0.5,0.701216312,4,0.142060416,accuracy focus,High
24,3,1927,0,0,0.720636124,4,0.233284584,accuracy focus,High
25,3,1927,0,0.5,0.901519625,2.5,0.732726854,accuracy focus,High
26,3,1927,0,0.5,0.939668187,1.5,1.243169542,accuracy focus,High
27,3,1927,0,0,0.725144937,4,0.331858104,accuracy focus,High
28,3,1927,0,0,1.207317417,2,0.895410937,accuracy focus,High
29,3,1927,0,0,1.290767313,4,0.158605292,accuracy focus,High
30,3,1927,0,0,1.163981625,4,1.279524125,accuracy focus,High
31,3,1927,0,0,0.648521562,4,0.355737187,accuracy focus,High
32,3,1927,0,0,1.432534625,3,0.952410374,accuracy focus,High
33,3,1927,0,0,1.015630896,2.5,0.385140438,accuracy focus,High
34,3,1927,0,1,1.348020562,3.5,0.873373271,accuracy focus,High
35,3,1927,0,0,1.261092166,2.5,0.367851438,accuracy focus,High
36,3,1927,0,0,0.843527041,4,1.416114688,accuracy focus,High
37,3,1927,0,0,0.994371979,2,0.528611729,accuracy focus,High
38,3,1927,0,0,1.068652813,4,0.365544291,accuracy focus,High
39,3,1927,0,0,1.260968167,2,0.778132146,accuracy focus,High
40,3,1927,0,0,1.083350396,4,0.394864854,accuracy focus,High
41,3,1927,0,0,1.003045833,4,0.357610687,accuracy focus,High
42,3,1927,0,0,0.791862625,3,0.361344833,accuracy focus,High
43,3,1927,0,0,1.053131729,4,0.305934209,accuracy focus,High
44,3,1927,0,0,1.434433396,4,1.120477145,accuracy focus,High
45,3,1927,0,1,0.848434167,4,0.705545042,accuracy focus,High
46,3,1927,0,0,1.124025584,2.5,0.336278188,accuracy focus,High
47,3,1927,0,0,0.987924729,1.5,0.843261958,accuracy focus,High
48,3,1927,0,0,0.76793275,4,0.300561875,accuracy focus,High
49,3,1927,0,1,0.845178938,4,0.650350604,accuracy focus,High
50,3,1927,0,0,1.220995417,2.5,0.203550833,accuracy focus,High
52,3,1927,0,0,0.939379272,4,0.712311396,accuracy focus,High
53,3,1927,0,0,1.027552458,4,0.368973562,accuracy focus,High
54,3,1927,0,0,1.436271271,2.5,0.642401979,accuracy focus,High
55,3,1927,0,1,1.16611627,4,0.835541374,accuracy focus,High
56,3,1927,0,0,0.699953251,1,0.152099563,accuracy focus,High
57,3,1927,0,0,0.862054729,4,0.451145209,accuracy focus,High
58,3,1927,0,0,1.033500709,3,0.523307041,accuracy focus,High
59,3,1927,0,0,1.497139292,2,0.371288729,accuracy focus,High
60,3,1927,0,0.5,1.079096792,2,0.203923229,accuracy focus,High
61,3,1927,0,0.5,1.105685355,4,1.023479417,accuracy focus,High
62,3,1927,0,0,1.060947375,3.5,1.017099563,accuracy focus,High
63,3,1927,0,0.5,0.881231938,2.5,0.42621975,accuracy focus,High
64,3,1927,0,0,0.9326775,2,3.357651333,accuracy focus,High
1,7,1934,0,1,1.088538833,1,0.412400959,accuracy focus,High
3,7,1934,0,1,0.755884771,4,0.242089126,accuracy focus,High
4,7,1934,0,1,0.864558229,2.5,0.63569548,accuracy focus,High
5,7,1934,0,0.5,1.118720396,1.5,0.425785854,accuracy focus,High
6,7,1934,0,1,0.65952625,4,0.192692125,accuracy focus,High
7,7,1934,0,1,0.730636292,4,0.16896075,accuracy focus,High
8,7,1934,0,0.5,0.986661146,2.5,0.823213584,accuracy focus,High
10,7,1934,0,1,0.796937062,4,0.725505395,accuracy focus,High
11,7,1934,0,1,0.929259833,4,0.491580708,accuracy focus,High
12,7,1934,0,1,0.992660417,4,0.243451438,accuracy focus,High
13,7,1934,0,0.5,0.770621875,3.5,0.303327708,accuracy focus,High
14,7,1934,0,0,0.698958021,3,0.321409896,accuracy focus,High
15,7,1934,0,1,0.701896437,4,0.192396521,accuracy focus,High
17,7,1934,0,1,1.049963916,3,0.401966209,accuracy focus,High
18,7,1934,0,1,1.036688021,3.5,1.4069835,accuracy focus,High
19,7,1934,0,1,1.184589708,3,0.729682708,accuracy focus,High
20,7,1934,0,1,0.891694,3,0.682519792,accuracy focus,High
21,7,1934,0,1,0.941324729,2.5,0.375492938,accuracy focus,High
22,7,1934,0,1,0.988872021,3,0.403616437,accuracy focus,High
23,7,1934,0,1,0.656141896,4,0.220647604,accuracy focus,High
24,7,1934,0,1,1.323017959,4,0.254375292,accuracy focus,High
25,7,1934,0,1,0.745065729,3.5,0.678355584,accuracy focus,High
26,7,1934,0,0.5,1.199519312,3,0.231623875,accuracy focus,High
27,7,1934,0,1,0.892482646,4,0.301727271,accuracy focus,High
28,7,1934,0,1,0.807573125,3,0.681898063,accuracy focus,High
29,7,1934,0,1,1.368781416,3,0.734951625,accuracy focus,High
30,7,1934,0,1,1.165674396,3,1.492872646,accuracy focus,High
31,7,1934,0,1,0.738889125,3,0.35381777,accuracy focus,High
32,7,1934,0,0.5,1.150361042,2.5,1.720707479,accuracy focus,High
33,7,1934,0,1,0.824859063,4,0.425205146,accuracy focus,High
34,7,1934,0,0.5,0.95578275,3,0.712082458,accuracy focus,High
35,7,1934,0,1,0.721862459,2,0.215389583,accuracy focus,High
36,7,1934,0,1,0.899929125,3.5,1.227470521,accuracy focus,High
37,7,1934,0,1,0.852199959,3.5,0.538887896,accuracy focus,High
38,7,1934,0,1,0.877119042,4,0.328280562,accuracy focus,High
39,7,1934,0,1,1.213833104,3,1.431366249,accuracy focus,High
40,7,1934,0,1,1.015347708,3,0.503033208,accuracy focus,High
41,7,1934,0,1,0.981422166,4,0.516707834,accuracy focus,High
42,7,1934,0,1,1.749797771,4,0.370943708,accuracy focus,High
43,7,1934,0,1,0.722362812,4,0.37434875,accuracy focus,High
44,7,1934,0,0,1.159847916,2,0.146970271,accuracy focus,High
45,7,1934,0,0.5,0.721873938,2.5,0.377449646,accuracy focus,High
46,7,1934,0,1,0.884491125,3,0.361400125,accuracy focus,High
47,7,1934,0,1,0.905400896,3.5,1.001992999,accuracy focus,High
48,7,1934,0,1,0.935234229,4,0.392479334,accuracy focus,High
49,7,1934,0,1,0.87370127,4,0.361330667,accuracy focus,High
50,7,1934,0,0.5,1.649844687,4,0.515343104,accuracy focus,High
52,7,1934,0,0.5,1.156274354,4,0.712416083,accuracy focus,High
53,7,1934,0,1,0.564993604,4,0.304329666,accuracy focus,High
54,7,1934,0,1,0.910587459,4,0.233785041,accuracy focus,High
55,7,1934,0,1,1.375055875,3.5,1.322290583,accuracy focus,High
56,7,1934,0,1,0.673010937,4,0.173175188,accuracy focus,High
57,7,1934,0,1,0.769908604,4,0.319924749,accuracy focus,High
58,7,1934,0,1,1.008063417,2.5,0.42530725,accuracy focus,High
59,7,1934,0,1,2.28254775,2.5,0.950114708,accuracy focus,High
60,7,1934,0,1,1.144377917,1.5,0.538119104,accuracy focus,High
61,7,1934,0,1,1.041457416,3.5,0.360673187,accuracy focus,High
62,7,1934,0,1,0.916442417,4,0.184307041,accuracy focus,High
63,7,1934,0,1,0.737269625,2.5,0.753872625,accuracy focus,High
64,7,1934,0,1,0.87577952,3.5,0.937856166,accuracy focus,High
1,1,1940,0,0.5,0.854019979,2,0.48872602,accuracy focus,Low
3,1,1940,0,1,0.672993458,4,0.218850584,accuracy focus,Low
4,1,1940,0,0.5,0.662382833,1,0.433001604,accuracy focus,Low
5,1,1940,0,1,0.737173166,3,0.474547146,accuracy focus,Low
6,1,1940,0,1,0.600241959,4,0.214140083,accuracy focus,Low
7,1,1940,0,1,0.549127125,4,0.30559627,accuracy focus,Low
8,1,1940,0,1,0.783426167,4,0.431868792,accuracy focus,Low
10,1,1940,0,0.5,0.769936104,2.5,0.579984979,accuracy focus,Low
11,1,1940,0,1,0.767186146,4,0.746967646,accuracy focus,Low
12,1,1940,0,1,0.75074902,4,0.298228375,accuracy focus,Low
13,1,1940,0,0.5,0.741031937,2.5,0.58074248,accuracy focus,Low
14,1,1940,0,0,0.533381792,4,0.688563667,accuracy focus,Low
15,1,1940,0,1,0.604200375,4,0.265910729,accuracy focus,Low
17,1,1940,0,1,0.729357792,4,0.498590542,accuracy focus,Low
18,1,1940,0,0.5,1.202947875,3.5,1.253302958,accuracy focus,Low
19,1,1940,0,1,0.982364875,3.5,0.577293562,accuracy focus,Low
20,1,1940,0,1,0.757992,4,0.338655375,accuracy focus,Low
21,1,1940,0,1,0.943573271,1,0.288640645,accuracy focus,Low
22,1,1940,0,0.5,1.098920959,2,0.427112437,accuracy focus,Low
23,1,1940,0,1,0.586581875,4,0.129016833,accuracy focus,Low
24,1,1940,0,1,0.832258521,4,0.365485313,accuracy focus,Low
25,1,1940,0,1,0.674989959,3.5,0.658616584,accuracy focus,Low
26,1,1940,0,1,1.080009188,2.5,0.252346437,accuracy focus,Low
27,1,1940,0,1,0.590706625,4,0.430567938,accuracy focus,Low
28,1,1940,0,1,0.687260104,3.5,0.558117792,accuracy focus,Low
29,1,1940,0,1,0.576071125,4,0.225218708,accuracy focus,Low
30,1,1940,0,1,1.044251875,2.5,0.453571625,accuracy focus,Low
31,1,1940,0,1,0.750478875,2.5,0.657966812,accuracy focus,Low
32,1,1940,0,1,0.67684402,3.5,0.680679312,accuracy focus,Low
33,1,1940,0,1,0.777023604,4,0.561033979,accuracy focus,Low
34,1,1940,0,1,0.683888354,3.5,0.791815667,accuracy focus,Low
35,1,1940,0,1,0.78223375,4,0.264403854,accuracy focus,Low
36,1,1940,0,1,0.769854958,4,0.994897709,accuracy focus,Low
37,1,1940,0,1,0.58170925,4,0.440172542,accuracy focus,Low
38,1,1940,0,1,0.751384042,4,0.743596416,accuracy focus,Low
39,1,1940,0,1,0.747868313,4,0.601488583,accuracy focus,Low
40,1,1940,0,1,1.000595104,4,0.503046979,accuracy focus,Low
41,1,1940,0,1,0.720721438,4,0.447053854,accuracy focus,Low
42,1,1940,0,1,0.715570458,4,0.390410229,accuracy focus,Low
43,1,1940,0,1,0.728138667,4,0.427187562,accuracy focus,Low
44,1,1940,0,1,0.780119166,4,0.146459083,accuracy focus,Low
45,1,1940,0,1,0.521962501,4,0.226318167,accuracy focus,Low
46,1,1940,0,1,0.661923771,4,0.33724775,accuracy focus,Low
47,1,1940,0,0.5,1.291543354,2.5,0.558916916,accuracy focus,Low
48,1,1940,0,1,0.628017833,4,0.296537271,accuracy focus,Low
49,1,1940,0,1,0.488156458,4,0.199655917,accuracy focus,Low
50,1,1940,0,1,0.633650708,4,0.468527958,accuracy focus,Low
52,1,1940,0,1,0.830252458,4,1.152312083,accuracy focus,Low
53,1,1940,0,1,0.575937209,4,0.305865729,accuracy focus,Low
54,1,1940,0,1,0.683586771,4,0.35512273,accuracy focus,Low
55,1,1940,0,1,0.646777084,3.5,0.87291975,accuracy focus,Low
56,1,1940,0,1,0.558132709,4,0.16904827,accuracy focus,Low
57,1,1940,0,1,0.636242084,4,0.224568042,accuracy focus,Low
58,1,1940,0,1,0.78959825,3,0.44167425,accuracy focus,Low
59,1,1940,0,1,0.877995875,2.5,0.93707775,accuracy focus,Low
60,1,1940,0,1,0.751103354,3.5,0.486887229,accuracy focus,Low
61,1,1940,0,1,0.659102542,4,0.194018687,accuracy focus,Low
62,1,1940,0,1,0.613301937,4,0.473501146,accuracy focus,Low
63,1,1940,0,1,1.007929021,2.5,0.528043416,accuracy focus,Low
64,1,1940,0,0.5,0.836505417,3,0.709165605,accuracy focus,Low
1,7,1950,1,1,0.822491855,3,0.217170271,speed focus,Low
3,7,1950,1,1,0.788751166,4,0.120191396,speed focus,Low
4,7,1950,1,0,0.598963709,3,0.230658584,speed focus,Low
5,7,1950,1,0,0.850779584,1,0.210490875,speed focus,Low
6,7,1950,1,0.5,0.593962438,4,0.159224292,speed focus,Low
7,7,1950,1,1,0.623764459,4,0.185764958,speed focus,Low
8,7,1950,1,0,0.925281062,2.5,0.560853896,speed focus,Low
10,7,1950,1,1,1.057495854,2.5,0.750013896,speed focus,Low
11,7,1950,1,1,1.212379708,4,0.526556125,speed focus,Low
12,7,1950,1,0.5,1.126209562,4,0.602037708,speed focus,Low
13,7,1950,1,0,0.786062124,2.5,0.286833083,speed focus,Low
14,7,1950,1,0,0.569387208,4,0.210263854,speed focus,Low
15,7,1950,1,0.5,0.32309775,4,0.173004062,speed focus,Low
17,7,1950,1,1,0.853607167,4,0.218089542,speed focus,Low
18,7,1950,1,0,1.022735146,3.5,1.111561042,speed focus,Low
19,7,1950,1,0.5,0.747006104,3,0.451259792,speed focus,Low
20,7,1950,1,0,0.811881917,2,0.993506313,speed focus,Low
21,7,1950,1,0.5,0.956673376,2.5,0.773555062,speed focus,Low
22,7,1950,1,1,0.903582396,2,0.53763275,speed focus,Low
23,7,1950,1,0,0.601573834,4,0.097305917,speed focus,Low
24,7,1950,1,1,0.855142167,4,0.26636875,speed focus,Low
25,7,1950,1,0.5,0.597347938,2.5,1.14640548,speed focus,Low
26,7,1950,1,0,1.105062583,2.5,0.345939708,speed focus,Low
27,7,1950,1,0,1.117606333,4,0.806217334,speed focus,Low
28,7,1950,1,0,0.852622124,2.5,1.595036208,speed focus,Low
29,7,1950,1,1,1.166817333,3,0.561382292,speed focus,Low
30,7,1950,1,1,1.376667313,1,1.047203042,speed focus,Low
31,7,1950,1,0,0.854122938,3,0.227016333,speed focus,Low
32,7,1950,1,0,0.901174063,2.5,0.554426708,speed focus,Low
33,7,1950,1,0,0.916030979,3,0.449892687,speed focus,Low
34,7,1950,1,0,0.733875792,3,0.602365249,speed focus,Low
35,7,1950,1,0,1.103108979,3.5,0.368963834,speed focus,Low
36,7,1950,1,1,0.755820187,3.5,1.890522626,speed focus,Low
37,7,1950,1,0,0.723936563,3.5,0.321850979,speed focus,Low
38,7,1950,1,0.5,0.818437355,3,0.355519396,speed focus,Low
39,7,1950,1,1,0.653262562,3,0.779811791,speed focus,Low
40,7,1950,1,1,1.169983916,4,0.615344458,speed focus,Low
41,7,1950,1,0,1.254142375,3.5,0.690507542,speed focus,Low
42,7,1950,1,0.5,1.185433875,2.5,0.311413771,speed focus,Low
43,7,1950,1,0.5,0.73058775,4,0.206081687,speed focus,Low
44,7,1950,1,0,0.857609271,4,0.098919521,speed focus,Low
45,7,1950,1,0.5,0.7566555,4,0.194959209,speed focus,Low
46,7,1950,1,0,0.669911541,4,0.229125417,speed focus,Low
47,7,1950,1,0,0.764764604,4,0.258200021,speed focus,Low
48,7,1950,1,0,0.802373917,4,0.155883,speed focus,Low
49,7,1950,1,0,0.613295708,3.5,0.356251937,speed focus,Low
50,7,1950,1,0.5,1.001137375,3.5,0.369156458,speed focus,Low
52,7,1950,1,0,0.634996875,3,1.0573075,speed focus,Low
53,7,1950,1,0,0.692467854,2.5,0.668374478,speed focus,Low
54,7,1950,1,0.5,0.969015084,1.5,0.763938167,speed focus,Low
55,7,1950,1,0.5,1.118803729,3,0.674008417,speed focus,Low
56,7,1950,1,0,0.635845604,1,0.38836527,speed focus,Low
57,7,1950,1,0.5,0.654388438,4,0.185652166,speed focus,Low
58,7,1950,1,0,0.680369334,2,0.391167291,speed focus,Low
59,7,1950,1,0,0.821147666,3,0.259839625,speed focus,Low
60,7,1950,1,0,1.314966208,1,0.373702104,speed focus,Low
61,7,1950,1,1,0.631218021,4,1.042006229,speed focus,Low
62,7,1950,1,0,0.684308125,4,0.161603333,speed focus,Low
63,7,1950,1,0,0.855470042,2,0.873361667,speed focus,Low
64,7,1950,1,0.5,1.013187937,2.5,2.201527166,speed focus,Low
1,8,1961,1,1,0.652797687,3.5,0.194029,speed focus,High
3,8,1961,1,0.5,0.700880708,4,0.289825729,speed focus,High
4,8,1961,1,0.5,0.694128667,3,0.691928583,speed focus,High
5,8,1961,1,0.5,0.766937334,3.5,0.403869874,speed focus,High
6,8,1961,1,0.5,0.703027542,4,0.211247396,speed focus,High
7,8,1961,1,1,0.667959751,4,0.139562229,speed focus,High
8,8,1961,1,1,0.676594666,4,0.379996208,speed focus,High
10,8,1961,1,1,1.148708583,4,0.278946667,speed focus,High
11,8,1961,1,1,0.868481042,3.5,0.629874604,speed focus,High
12,8,1961,1,1,0.856101458,4,0.530281209,speed focus,High
13,8,1961,1,1,0.588520562,4,0.196821584,speed focus,High
14,8,1961,1,0.5,0.603755708,4,0.393664562,speed focus,High
15,8,1961,1,0,0.3155795,4,0.128823833,speed focus,High
17,8,1961,1,1,0.974608771,4,0.202887354,speed focus,High
18,8,1961,1,1,0.871955355,3.5,0.797257687,speed focus,High
19,8,1961,1,1,1.10868373,2,0.665889396,speed focus,High
20,8,1961,1,1,0.836030938,3.5,0.584512813,speed focus,High
21,8,1961,1,0.5,0.926167208,2.5,0.904685166,speed focus,High
22,8,1961,1,1,0.907274875,3,0.37092725,speed focus,High
23,8,1961,1,1,0.570185459,2.5,0.192908854,speed focus,High
24,8,1961,1,1,1.203630646,4,0.362147542,speed focus,High
25,8,1961,1,1,0.860770958,2.5,1.996350167,speed focus,High
26,8,1961,1,0.5,1.006018271,1.5,0.306160729,speed focus,High
27,8,1961,1,1,0.785034,4,0.279074084,speed focus,High
28,8,1961,1,1,1.068183042,2,1.093648499,speed focus,High
29,8,1961,1,1,0.703557563,4,0.176248042,speed focus,High
30,8,1961,1,1,0.764530833,4,0.429881021,speed focus,High
31,8,1961,1,0.5,0.83522752,3.5,0.905961792,speed focus,High
32,8,1961,1,0.5,1.016898749,1,1.152462729,speed focus,High
33,8,1961,1,0.5,0.972753374,3,0.514031917,speed focus,High
34,8,1961,1,1,0.504245395,2,0.585620041,speed focus,High
35,8,1961,1,0,1.038222459,3.5,0.498555458,speed focus,High
36,8,1961,1,0.5,0.639401771,4,0.455949563,speed focus,High
37,8,1961,1,1,0.734961396,4,0.146696062,speed focus,High
38,8,1961,1,1,0.757747833,4,0.301293937,speed focus,High
39,8,1961,1,0.5,0.627881209,2,1.05601325,speed focus,High
40,8,1961,1,1,0.7664235,4,0.330448333,speed focus,High
41,8,1961,1,1,1.813158979,3,0.280938688,speed focus,High
42,8,1961,1,0.5,1.049394896,3,0.169778542,speed focus,High
43,8,1961,1,1,0.798378021,4,0.282024167,speed focus,High
44,8,1961,1,0.5,1.042172625,4,0.153376084,speed focus,High
45,8,1961,1,1,0.57916902,4,0.153133333,speed focus,High
46,8,1961,1,1,0.934985874,3.5,0.398261188,speed focus,High
47,8,1961,1,1,0.795618187,3.5,0.580322521,speed focus,High
48,8,1961,1,1,0.72270325,2.5,0.40307348,speed focus,High
49,8,1961,1,1,0.530836416,4,0.249788667,speed focus,High
50,8,1961,1,1,0.77231852,4,0.2368665,speed focus,High
52,8,1961,1,0.5,0.677702229,2.5,1.55648675,speed focus,High
53,8,1961,1,0.5,0.588521729,2.5,0.673816542,speed focus,High
54,8,1961,1,0.5,0.756202834,3.5,0.586923833,speed focus,High
55,8,1961,1,1,1.046658,3.5,1.018523771,speed focus,High
56,8,1961,1,1,0.592138125,4,0.165279354,speed focus,High
57,8,1961,1,1,0.784686958,4,0.31513475,speed focus,High
58,8,1961,1,0,0.560630562,2,0.394886938,speed focus,High
59,8,1961,1,0.5,0.729694396,1,0.573592501,speed focus,High
60,8,1961,1,1,0.940672125,1.5,0.410954501,speed focus,High
61,8,1961,1,0.5,0.760539917,4,0.323167667,speed focus,High
62,8,1961,1,0.5,0.999764146,3,0.818564729,speed focus,High
63,8,1961,1,1,0.566342229,4,0.946151459,speed focus,High
64,8,1961,1,1,0.717588229,3.5,1.19054975,speed focus,High
1,8,1969,0,1,0.707161437,4,0.224701146,accuracy focus,Low
3,8,1969,0,0,0.936024,4,0.289034729,accuracy focus,Low
4,8,1969,0,0,0.843887708,1,0.74170127,accuracy focus,Low
5,8,1969,0,1,0.905557166,2,0.411191875,accuracy focus,Low
6,8,1969,0,0,0.675452834,4,0.359033334,accuracy focus,Low
7,8,1969,0,0,0.938300063,3,0.299175521,accuracy focus,Low
8,8,1969,0,0,0.779956875,4,0.370537708,accuracy focus,Low
10,8,1969,0,0,0.99308325,3,1.091595667,accuracy focus,Low
11,8,1969,0,0,0.993944125,2.5,1.024654209,accuracy focus,Low
12,8,1969,0,1,0.890842583,4,0.347129084,accuracy focus,Low
13,8,1969,0,1,0.624374979,3.5,0.326507354,accuracy focus,Low
14,8,1969,0,0,0.698139604,4,0.313952646,accuracy focus,Low
15,8,1969,0,0.5,0.750748271,4,0.202494271,accuracy focus,Low
17,8,1969,0,0.5,1.296734563,1,0.343329937,accuracy focus,Low
18,8,1969,0,0.5,1.061717958,3.5,1.063676604,accuracy focus,Low
19,8,1969,0,0,0.811923583,3,1.947030625,accuracy focus,Low
20,8,1969,0,1,1.173899854,3,0.433083333,accuracy focus,Low
21,8,1969,0,0,1.131957542,1.5,0.370166187,accuracy focus,Low
22,8,1969,0,1,0.689576834,2,0.425734792,accuracy focus,Low
23,8,1969,0,0,0.873933187,4,0.16272925,accuracy focus,Low
24,8,1969,0,0,0.678688375,4,0.2191345,accuracy focus,Low
25,8,1969,0,1,0.985776,3,0.720536417,accuracy focus,Low
26,8,1969,0,0.5,1.083547875,1,0.274242375,accuracy focus,Low
27,8,1969,0,1,1.024185938,4,0.23905348,accuracy focus,Low
28,8,1969,0,1,0.821750729,3,0.407670604,accuracy focus,Low
29,8,1969,0,0,1.46695475,2,0.40872675,accuracy focus,Low
30,8,1969,0,1,1.068330667,2.5,0.859177187,accuracy focus,Low
31,8,1969,0,0,0.711065166,4,0.217770333,accuracy focus,Low
32,8,1969,0,0,0.973102979,2.5,0.584417813,accuracy focus,Low
33,8,1969,0,0,0.701990208,1,1.156151708,accuracy focus,Low
34,8,1969,0,1,1.07447375,3.5,0.626915125,accuracy focus,Low
35,8,1969,0,0,1.067452271,2.5,0.639145708,accuracy focus,Low
36,8,1969,0,0,1.147859291,4,0.728449416,accuracy focus,Low
37,8,1969,0,0,0.769929625,3,0.360450417,accuracy focus,Low
38,8,1969,0,0,1.282522834,1.5,0.683544958,accuracy focus,Low
39,8,1969,0,0.5,1.128651896,3,0.805222729,accuracy focus,Low
40,8,1969,0,0.5,1.150083084,3,0.746037292,accuracy focus,Low
41,8,1969,0,0,1.743719853,3,0.436509312,accuracy focus,Low
42,8,1969,0,1,1.229357604,4,0.315257833,accuracy focus,Low
